experiment_id,model_IE,model_Markdown_Generation,processing_time,dataset,chunk_size,prompt_type,example_num,level_type,transformation_method,cleaned_gt,match_results_initial_exact,match_results_mapped_exact,match_results_cleaned_exact,match_results_initial_substring,match_results_mapped_substring,match_results_cleaned_substring,match_results_initial_fuzzy,match_results_mapped_fuzzy,match_results_cleaned_fuzzy,f1_initial_exact,f1_mapped_exact,f1_cleaned_exact,f1_initial_substring,f1_mapped_substring,f1_cleaned_substring,f1_initial_fuzzy,f1_mapped_fuzzy,f1_cleaned_fuzzy,chunk_size_category
29,llama3-70b-8192,gpt-4o,0.59,vrdu,1421,few_shot,0.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6538112214582803,0.6538112214582803,0.7240126353571731,0.6665029648222924,0.6665029648222924,0.7263802490693249,0.7475622968580719,0.7475622968580719,0.788259958071279,medium
30,llama3-70b-8192,gpt-4o,3.92,vrdu,1306,few_shot,1.0,STL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5887125220458553,0.5887125220458553,0.7276587609920943,0.5976326142992808,0.5976326142992808,0.7303720970387636,0.6806526806526807,0.6806526806526807,0.7944621938232165,medium
31,llama3-70b-8192,gpt-4o,0.63,vrdu,1306,few_shot,1.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5789982659730559,0.5789982659730559,0.7231856378915202,0.5892690409497131,0.5892690409497131,0.7270205051717656,0.6743119266055042,0.6743119266055042,0.7933194154488518,medium
32,llama3-70b-8192,gpt-4o,4.87,vrdu,1075,few_shot,3.0,STL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.593344004268374,0.593344004268374,0.7315956685704585,0.5965119381085767,0.5965119381085767,0.7327628020905333,0.6803652968036534,0.6803652968036534,0.7983367983367978,medium
33,llama3-70b-8192,gpt-4o,0.66,vrdu,1075,few_shot,3.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5896152811407048,0.5896152811407048,0.7337399417907893,0.5928100618778585,0.5928100618778585,0.7364302834641817,0.6805074971164936,0.6805074971164936,0.7995802728226652,medium
34,llama3-70b-8192,gpt-4o,9.9,vrdu,844,few_shot,5.0,STL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.588001867413632,0.588001867413632,0.7367110480555858,0.5942710417500333,0.5942710417500333,0.7417463955279082,0.6818700114025086,0.6818700114025086,0.8008298755186725,medium
35,llama3-70b-8192,gpt-4o,10.93,vrdu,844,few_shot,5.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5878017873816193,0.5878017873816193,0.7364109280075667,0.5924703214619181,0.5924703214619181,0.7402457952878121,0.6803652968036534,0.6803652968036534,0.7995846313603323,medium
36,llama3-70b-8192,gpt-4o,0.59,vrdu,1421,few_shot,0.0,UTL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6616276813755806,0.6616276813755806,0.7271138758533716,0.669964349376114,0.669964349376114,0.7294814895655232,0.7475622968580719,0.7475622968580719,0.7907949790794978,medium
37,llama3-70b-8192,gpt-4o,1.31,vrdu,1421,few_shot,0.0,UTL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6634684176700983,0.6634684176700983,0.7327161167497301,0.6722052457346575,0.6722052457346575,0.7350837304618818,0.7543103448275861,0.7543103448275861,0.7970863683662848,medium
38,llama3-70b-8192,gpt-4o,0.68,vrdu,1306,few_shot,1.0,UTL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5581988162496635,0.5581988162496635,0.6995927801012545,0.5628060263653483,0.5628060263653483,0.7007698045833637,0.65017667844523,0.65017667844523,0.7717041800643084,medium
39,llama3-70b-8192,gpt-4o,0.6,vrdu,1306,few_shot,1.0,UTL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5609310390822995,0.5609310390822995,0.7049250003031515,0.5667000133386687,0.5667000133386687,0.7060921338232263,0.652680652680653,0.652680652680653,0.7754237288135594,medium
40,llama3-70b-8192,gpt-4o,7.91,vrdu,1075,few_shot,3.0,UTL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5768774176337201,0.5768774176337201,0.722385317763469,0.5829465119381085,0.5829465119381085,0.7262201850437144,0.6635838150289018,0.6635838150289018,0.7869884575026229,medium
41,llama3-70b-8192,gpt-4o,7.86,vrdu,1075,few_shot,3.0,UTL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5761771375216752,0.5761771375216752,0.7199710187105144,0.5809457116179805,0.5809457116179805,0.723839232662762,0.6651270207852192,0.6651270207852192,0.784437434279706,medium
42,llama3-70b-8192,gpt-4o,13.94,vrdu,844,few_shot,5.0,UTL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5680138722155529,0.5680138722155529,0.7123479694908266,0.5745431505935709,0.5745431505935709,0.7172565996095408,0.6589327146171691,0.6589327146171691,0.7818756585879876,medium
43,llama3-70b-8192,gpt-4o,12.96,vrdu,844,few_shot,5.0,UTL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5690742963852208,0.5690742963852208,0.7180635890719925,0.5787048152594371,0.5787048152594371,0.7253398329028581,0.6635838150289018,0.6635838150289018,0.7869884575026229,medium
44,llama3-70b-8192,gpt-4o,0.54,vrdu,633,few_shot,0.0,STL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6447636167975149,0.6447636167975149,0.7182637513145987,0.6574822070584782,0.6574822070584782,0.7217006628023578,0.7439824945295408,0.7439824945295408,0.7864693446088792,small
45,llama3-70b-8192,gpt-4o,0.57,vrdu,633,few_shot,0.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.6560521178168236,0.6560521178168236,0.7244728194308027,0.664262068463749,0.664262068463749,0.7278808493094209,0.75027027027027,0.75027027027027,0.7907949790794978,small
46,llama3-70b-8192,gpt-4o,0.59,vrdu,518,few_shot,1.0,STL,layout-aware,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5821395224756569,0.5821395224756569,0.7206512908193582,0.5956716019741229,0.5956716019741229,0.725179768877248,0.6743119266055042,0.6743119266055042,0.7907949790794978,small
47,llama3-70b-8192,gpt-4o,1.07,vrdu,518,few_shot,1.0,STL,naive,"{'file_date': ['york za 1983 day of april'], 'foreign_principle_name': '', 'registrant_name': ['Bermuda Department Of Tourism'], 'registration_num': ['430'], 'signer_name': ['(ronald N. Bassett )'], 'signer_title': ['general manager, north america']}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 0, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}","{'file_date': 0, 'registrant_name': 1, 'registration_num': 1, 'signer_name': 1, 'signer_title': 1}",0.5780712284913966,0.5780712284913966,0.7169164635551192,0.591703348005869,0.591703348005869,0.7226120751330837,0.6727898966704936,0.6727898966704936,0.788259958071279,small
